,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
125410,OWID_WRL,,World,2020-01-22,557.0,0.0,,17.0,0.0,,0.071,0.0,,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125411,OWID_WRL,,World,2020-01-23,655.0,98.0,,18.0,1.0,,0.083,0.012,,0.002,0.0,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125412,OWID_WRL,,World,2020-01-24,941.0,286.0,,26.0,8.0,,0.119,0.036,,0.003,0.001,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125413,OWID_WRL,,World,2020-01-25,1434.0,493.0,,42.0,16.0,,0.182,0.063,,0.005,0.002,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125414,OWID_WRL,,World,2020-01-26,2118.0,684.0,,56.0,14.0,,0.269,0.087,,0.007,0.002,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125415,OWID_WRL,,World,2020-01-27,2927.0,809.0,,82.0,26.0,,0.372,0.103,,0.01,0.003,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125416,OWID_WRL,,World,2020-01-28,5578.0,2651.0,717.286,131.0,49.0,16.286,0.708,0.337,0.091,0.017,0.006,0.002,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125417,OWID_WRL,,World,2020-01-29,6167.0,589.0,801.429,133.0,2.0,16.571,0.783,0.075,0.102,0.017,0.0,0.002,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125418,OWID_WRL,,World,2020-01-30,8235.0,2068.0,1082.857,171.0,38.0,21.857,1.046,0.263,0.138,0.022,0.005,0.003,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125419,OWID_WRL,,World,2020-01-31,9927.0,1692.0,1283.714,213.0,42.0,26.714,1.261,0.215,0.163,0.027,0.005,0.003,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125420,OWID_WRL,,World,2020-02-01,12038.0,2111.0,1514.857,259.0,46.0,31.0,1.529,0.268,0.192,0.033,0.006,0.004,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125421,OWID_WRL,,World,2020-02-02,16787.0,4749.0,2095.571,362.0,103.0,43.714,2.132,0.603,0.266,0.046,0.013,0.006,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125422,OWID_WRL,,World,2020-02-03,19887.0,3100.0,2422.857,426.0,64.0,49.143,2.525,0.394,0.308,0.054,0.008,0.006,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125423,OWID_WRL,,World,2020-02-04,23898.0,4011.0,2617.143,492.0,66.0,51.571,3.035,0.509,0.332,0.062,0.008,0.007,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125424,OWID_WRL,,World,2020-02-05,27643.0,3745.0,3068.0,564.0,72.0,61.571,3.51,0.476,0.39,0.072,0.009,0.008,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125425,OWID_WRL,,World,2020-02-06,30805.0,3162.0,3224.286,634.0,70.0,66.143,3.912,0.402,0.409,0.081,0.009,0.008,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125426,OWID_WRL,,World,2020-02-07,34399.0,3594.0,3496.0,719.0,85.0,72.286,4.368,0.456,0.444,0.091,0.011,0.009,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125427,OWID_WRL,,World,2020-02-08,37130.0,2731.0,3584.571,806.0,87.0,78.143,4.715,0.347,0.455,0.102,0.011,0.01,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125428,OWID_WRL,,World,2020-02-09,40161.0,3031.0,3339.143,906.0,100.0,77.714,5.1,0.385,0.424,0.115,0.013,0.01,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125429,OWID_WRL,,World,2020-02-10,42769.0,2608.0,3268.857,1013.0,107.0,83.857,5.431,0.331,0.415,0.129,0.014,0.011,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125430,OWID_WRL,,World,2020-02-11,44811.0,2042.0,2987.571,1113.0,100.0,88.714,5.69,0.259,0.379,0.141,0.013,0.011,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125431,OWID_WRL,,World,2020-02-12,45229.0,418.0,2512.286,1118.0,5.0,79.143,5.743,0.053,0.319,0.142,0.001,0.01,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125432,OWID_WRL,,World,2020-02-13,60381.0,15152.0,4225.143,1371.0,253.0,105.286,7.667,1.924,0.537,0.174,0.032,0.013,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125433,OWID_WRL,,World,2020-02-14,66909.0,6528.0,4644.286,1523.0,152.0,114.857,8.496,0.829,0.59,0.193,0.019,0.015,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125434,OWID_WRL,,World,2020-02-15,69052.0,2143.0,4560.286,1666.0,143.0,122.857,8.769,0.272,0.579,0.212,0.018,0.016,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125435,OWID_WRL,,World,2020-02-16,71235.0,2183.0,4439.143,1770.0,104.0,123.429,9.046,0.277,0.564,0.225,0.013,0.016,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125436,OWID_WRL,,World,2020-02-17,73270.0,2035.0,4357.286,1868.0,98.0,122.143,9.304,0.258,0.553,0.237,0.012,0.016,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125437,OWID_WRL,,World,2020-02-18,75152.0,1882.0,4334.429,2008.0,140.0,127.857,9.543,0.239,0.55,0.255,0.018,0.016,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125438,OWID_WRL,,World,2020-02-19,75652.0,500.0,4346.143,2123.0,115.0,143.571,9.607,0.063,0.552,0.27,0.015,0.018,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125439,OWID_WRL,,World,2020-02-20,76212.0,560.0,2261.571,2248.0,125.0,125.286,9.678,0.071,0.287,0.285,0.016,0.016,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125440,OWID_WRL,,World,2020-02-21,76841.0,629.0,1418.857,2252.0,4.0,104.143,9.758,0.08,0.18,0.286,0.001,0.013,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125441,OWID_WRL,,World,2020-02-22,78602.0,1761.0,1364.286,2459.0,207.0,113.286,9.981,0.224,0.173,0.312,0.026,0.014,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125442,OWID_WRL,,World,2020-02-23,78982.0,380.0,1106.714,2470.0,11.0,100.0,10.03,0.048,0.141,0.314,0.001,0.013,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125443,OWID_WRL,,World,2020-02-24,79550.0,568.0,897.143,2630.0,160.0,108.857,10.102,0.072,0.114,0.334,0.02,0.014,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125444,OWID_WRL,,World,2020-02-25,80404.0,854.0,750.286,2710.0,80.0,100.286,10.21,0.108,0.095,0.344,0.01,0.013,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125445,OWID_WRL,,World,2020-02-26,81381.0,977.0,818.429,2771.0,61.0,92.571,10.334,0.124,0.104,0.352,0.008,0.012,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125446,OWID_WRL,,World,2020-02-27,82740.0,1359.0,932.571,2814.0,43.0,80.857,10.507,0.173,0.118,0.357,0.005,0.01,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125447,OWID_WRL,,World,2020-02-28,84128.0,1388.0,1041.0,2873.0,59.0,88.714,10.683,0.176,0.132,0.365,0.007,0.011,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125448,OWID_WRL,,World,2020-02-29,86022.0,1894.0,1060.0,2943.0,70.0,69.143,10.923,0.241,0.135,0.374,0.009,0.009,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125449,OWID_WRL,,World,2020-03-01,88400.0,2378.0,1345.429,2997.0,54.0,75.286,11.225,0.302,0.171,0.381,0.007,0.01,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125450,OWID_WRL,,World,2020-03-02,90379.0,1979.0,1547.0,3086.0,89.0,65.143,11.477,0.251,0.196,0.392,0.011,0.008,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125451,OWID_WRL,,World,2020-03-03,92980.0,2601.0,1796.571,3160.0,74.0,64.286,11.807,0.33,0.228,0.401,0.009,0.008,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125452,OWID_WRL,,World,2020-03-04,95282.0,2302.0,1985.857,3255.0,95.0,69.143,12.099,0.292,0.252,0.413,0.012,0.009,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125453,OWID_WRL,,World,2020-03-05,98100.0,2818.0,2194.286,3348.0,93.0,76.286,12.457,0.358,0.279,0.425,0.012,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125454,OWID_WRL,,World,2020-03-06,102016.0,3916.0,2555.429,3461.0,113.0,84.0,12.954,0.497,0.325,0.439,0.014,0.011,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125455,OWID_WRL,,World,2020-03-07,106113.0,4097.0,2870.143,3565.0,104.0,88.857,13.475,0.52,0.364,0.453,0.013,0.011,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125456,OWID_WRL,,World,2020-03-08,110051.0,3938.0,3093.0,3805.0,240.0,115.429,13.975,0.5,0.393,0.483,0.03,0.015,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125457,OWID_WRL,,World,2020-03-09,114230.0,4179.0,3407.286,3995.0,190.0,129.857,14.505,0.531,0.433,0.507,0.024,0.016,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125458,OWID_WRL,,World,2020-03-10,119055.0,4825.0,3725.0,4271.0,276.0,158.714,15.118,0.613,0.473,0.542,0.035,0.02,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125459,OWID_WRL,,World,2020-03-11,126717.0,7662.0,4490.714,4616.0,345.0,194.429,16.091,0.973,0.57,0.586,0.044,0.025,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125460,OWID_WRL,,World,2020-03-12,132519.0,5802.0,4917.0,4925.0,309.0,225.286,16.828,0.737,0.624,0.625,0.039,0.029,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125461,OWID_WRL,,World,2020-03-13,146875.0,14356.0,6408.429,5417.0,492.0,279.429,18.651,1.823,0.814,0.688,0.062,0.035,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125462,OWID_WRL,,World,2020-03-14,157974.0,11099.0,7408.714,5838.0,421.0,324.714,20.06,1.409,0.941,0.741,0.053,0.041,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125463,OWID_WRL,,World,2020-03-15,169251.0,11277.0,8457.143,6483.0,645.0,382.571,21.492,1.432,1.074,0.823,0.082,0.049,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125464,OWID_WRL,,World,2020-03-16,184036.0,14785.0,9972.286,7175.0,692.0,454.286,23.37,1.877,1.266,0.911,0.088,0.058,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125465,OWID_WRL,,World,2020-03-17,200039.0,16003.0,11569.143,7990.0,815.0,531.286,25.402,2.032,1.469,1.015,0.103,0.067,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125466,OWID_WRL,,World,2020-03-18,219595.0,19556.0,13268.286,8907.0,917.0,613.0,27.885,2.483,1.685,1.131,0.116,0.078,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125467,OWID_WRL,,World,2020-03-19,246703.0,27108.0,16312.0,10023.0,1116.0,728.286,31.328,3.442,2.071,1.273,0.142,0.092,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125468,OWID_WRL,,World,2020-03-20,277579.0,30876.0,18672.0,11519.0,1496.0,871.714,35.248,3.921,2.371,1.463,0.19,0.111,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125469,OWID_WRL,,World,2020-03-21,309721.0,32142.0,21678.143,13242.0,1723.0,1057.714,39.33,4.082,2.753,1.682,0.219,0.134,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125470,OWID_WRL,,World,2020-03-22,344828.0,35107.0,25082.429,14927.0,1685.0,1206.286,43.788,4.458,3.185,1.896,0.214,0.153,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125471,OWID_WRL,,World,2020-03-23,387489.0,42661.0,29064.714,16885.0,1958.0,1387.143,49.205,5.417,3.691,2.144,0.249,0.176,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125472,OWID_WRL,,World,2020-03-24,428574.0,41085.0,32647.857,19195.0,2310.0,1600.714,54.422,5.217,4.146,2.437,0.293,0.203,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125473,OWID_WRL,,World,2020-03-25,479663.0,51089.0,37152.571,22019.0,2824.0,1873.143,60.91,6.488,4.718,2.796,0.359,0.238,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125474,OWID_WRL,,World,2020-03-26,542525.0,62862.0,42260.286,25059.0,3040.0,2148.0,68.892,7.983,5.366,3.182,0.386,0.273,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125475,OWID_WRL,,World,2020-03-27,607435.0,64910.0,47122.286,28544.0,3485.0,2432.143,77.135,8.243,5.984,3.625,0.443,0.309,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125476,OWID_WRL,,World,2020-03-28,677100.0,69665.0,52482.714,32380.0,3836.0,2734.0,85.981,8.846,6.665,4.112,0.487,0.347,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125477,OWID_WRL,,World,2020-03-29,734000.0,56900.0,55596.0,35857.0,3477.0,2990.0,93.207,7.225,7.06,4.553,0.442,0.38,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125478,OWID_WRL,,World,2020-03-30,799279.0,65279.0,58827.143,39938.0,4081.0,3293.286,101.496,8.289,7.47,5.072,0.518,0.418,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125479,OWID_WRL,,World,2020-03-31,876098.0,76819.0,63932.0,44670.0,4732.0,3639.286,111.251,9.755,8.118,5.672,0.601,0.462,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125480,OWID_WRL,,World,2020-04-01,959098.0,83000.0,68490.714,50684.0,6014.0,4095.0,121.791,10.54,8.697,6.436,0.764,0.52,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125481,OWID_WRL,,World,2020-04-02,1042125.0,83027.0,71371.429,56576.0,5892.0,4502.429,132.334,10.543,9.063,7.184,0.748,0.572,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125482,OWID_WRL,,World,2020-04-03,1126354.0,84229.0,74131.286,62754.0,6178.0,4887.143,143.03,10.696,9.414,7.969,0.785,0.621,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125483,OWID_WRL,,World,2020-04-04,1185448.0,59094.0,72621.143,68734.0,5980.0,5193.429,150.534,7.504,9.222,8.728,0.759,0.659,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125484,OWID_WRL,,World,2020-04-05,1256304.0,70856.0,74614.857,73977.0,5243.0,5445.714,159.531,8.998,9.475,9.394,0.666,0.692,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125485,OWID_WRL,,World,2020-04-06,1330214.0,73910.0,75847.857,79912.0,5935.0,5710.571,168.917,9.385,9.632,10.148,0.754,0.725,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
125486,OWID_WRL,,World,2020-04-07,1399820.0,69606.0,74817.429,88223.0,8311.0,6221.857,177.756,8.839,9.501,11.203,1.055,0.79,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
